,name,width,height,class,xmin,ymin,xmax,ymax
4672,EySvba8xIxAWa3YKpnjOvQ_3916_aug,[2560],[1920],['no-right-left-or-u-turn'],[1080.1196],[404.90775],[1111.2174],[436.92343]
4673,EySvba8xIxAWa3YKpnjOvQ_415_aug,[2560],[1920],['no-right-left-or-u-turn'],[1247.4825],[770.80206],[1278.9856],[798.46515]
4674,EyrJwI8AV0iKVvPFNPPUVw_1779_aug,[3840],[2160],['no-stopping-no-parking'],[1841.672],[1291.267],[1881.6384],[1338.546]
4675,EyrJwI8AV0iKVvPFNPPUVw_56_aug,[3840],[2160],['no-stopping-no-parking'],[1713.6968],[1009.03674],[1754.299],[1054.4254]
4676,Ez11qO-ExT0xxVKqXkrPog_1958_aug,[4032],[3024],['no-entry'],[4364.9653],[2815.9795],[4434.8564],[2877.027]
4677,Ez11qO-ExT0xxVKqXkrPog_3399_aug,[4032],[3024],['no-entry'],[-755.02954],[1914.764],[-670.3138],[1983.0267]
4678,Ez11qO-ExT0xxVKqXkrPog_517_aug,[4032],[3024],['no-entry'],[402.9273],[1833.3823],[484.26578],[1892.9749]
4679,Ez1vdUOhSTwvOCfz2jRqig_1759_aug,[3840],[2160],['other'],[-110.14407],[1096.0082],[-77.84329],[1127.0416]
4680,Ez1vdUOhSTwvOCfz2jRqig_3057_aug,[3840],[2160],['other'],[4064.7],[1280.6249],[4090.6611],[1313.3198]
4681,Ez1vdUOhSTwvOCfz2jRqig_461_aug,[3840],[2160],['other'],[3231.0408],[864.77344],[3259.7058],[892.551]
4682,F0_t8bzUmXNyfnErULBKqQ_1090_aug,[5248],[3936],['road-closed'],[3256.5813],[1188.2609],[3293.156],[1228.7231]
4683,F0_t8bzUmXNyfnErULBKqQ_1498_aug,[5248],[3936],['road-closed'],[3163.9487],[1644.9573],[3205.9841],[1689.8556]
4684,F0_t8bzUmXNyfnErULBKqQ_1702_aug,[5248],[3936],['road-closed'],[2230.5193],[1631.8955],[2266.448],[1671.2847]
4685,F0_t8bzUmXNyfnErULBKqQ_1906_aug,[5248],[3936],['road-closed'],[1591.9283],[1564.5366],[1632.4042],[1603.0138]
4686,F0_t8bzUmXNyfnErULBKqQ_2110_aug,[5248],[3936],['road-closed'],[1841.1581],[2560.3845],[1875.2172],[2598.0027]
4687,F0_t8bzUmXNyfnErULBKqQ_2314_aug,[5248],[3936],['road-closed'],[2878.1702],[1526.4867],[2918.3098],[1564.9008]
4688,F0_t8bzUmXNyfnErULBKqQ_2518_aug,[5248],[3936],['road-closed'],[1405.7942],[2221.775],[1444.845],[2268.1519]
4689,F0_t8bzUmXNyfnErULBKqQ_2722_aug,[5248],[3936],['road-closed'],[3342.911],[2445.4993],[3376.3538],[2481.4033]
4690,F0_t8bzUmXNyfnErULBKqQ_274_aug,[5248],[3936],['road-closed'],[3593.0186],[2235.5562],[3632.6997],[2282.8303]
4691,F0_t8bzUmXNyfnErULBKqQ_2926_aug,[5248],[3936],['road-closed'],[2930.8994],[2555.1367],[2977.59],[2595.3413]
4692,F0_t8bzUmXNyfnErULBKqQ_3130_aug,[5248],[3936],['road-closed'],[3837.9758],[1731.8219],[3877.4534],[1776.5034]
4693,F0_t8bzUmXNyfnErULBKqQ_3334_aug,[5248],[3936],['road-closed'],[2535.736],[2513.8823],[2571.936],[2551.2131]
4694,F0_t8bzUmXNyfnErULBKqQ_3538_aug,[5248],[3936],['road-closed'],[2353.5955],[1816.6454],[2394.2856],[1851.3761]
4695,F0_t8bzUmXNyfnErULBKqQ_3742_aug,[5248],[3936],['road-closed'],[1381.3226],[1778.9675],[1422.1528],[1825.1129]
4696,F0_t8bzUmXNyfnErULBKqQ_478_aug,[5248],[3936],['road-closed'],[1933.1417],[2735.3743],[1972.6481],[2775.4153]
4697,F0_t8bzUmXNyfnErULBKqQ_682_aug,[5248],[3936],['road-closed'],[1868.7333],[2195.324],[1907.5803],[2235.173]
4698,F0_t8bzUmXNyfnErULBKqQ_70_aug,[5248],[3936],['road-closed'],[3857.144],[1735.0293],[3892.5103],[1769.5844]
4699,F0_t8bzUmXNyfnErULBKqQ_886_aug,[5248],[3936],['road-closed'],[3100.6873],[1192.1633],[3136.295],[1235.3452]
4700,F0y_iE2cZYplZANVWKe4Bg_1089_aug,[2048],[1536],['road-closed'],[1710.934],[1093.7142],[1768.8513],[1139.4172]
4701,F0y_iE2cZYplZANVWKe4Bg_1293_aug,[2048],[1536],['road-closed'],[1536.7982],[656.76855],[1580.287],[714.1506]
4702,F0y_iE2cZYplZANVWKe4Bg_1497_aug,[2048],[1536],['road-closed'],[1063.9617],[1011.75714],[1127.1543],[1071.0538]
4703,F0y_iE2cZYplZANVWKe4Bg_1701_aug,[2048],[1536],['road-closed'],[978.45514],[839.3686],[1030.364],[891.0165]
4704,F0y_iE2cZYplZANVWKe4Bg_1905_aug,[2048],[1536],['road-closed'],[1062.2275],[1110.9451],[1115.2119],[1167.851]
4705,F0y_iE2cZYplZANVWKe4Bg_2109_aug,[2048],[1536],['road-closed'],[956.3853],[918.1528],[1019.7689],[975.101]
4706,F0y_iE2cZYplZANVWKe4Bg_2313_aug,[2048],[1536],['road-closed'],[863.6329],[853.9542],[919.2076],[907.09784]
4707,F0y_iE2cZYplZANVWKe4Bg_2517_aug,[2048],[1536],['road-closed'],[1034.8293],[481.1207],[1077.3073],[535.8972]
4708,F0y_iE2cZYplZANVWKe4Bg_2721_aug,[2048],[1536],['road-closed'],[1428.1022],[634.51337],[1475.8269],[677.52075]
4709,F0y_iE2cZYplZANVWKe4Bg_273_aug,[2048],[1536],['road-closed'],[1021.8587],[1020.7091],[1078.4506],[1080.2756]
4710,F0y_iE2cZYplZANVWKe4Bg_2925_aug,[2048],[1536],['road-closed'],[953.7045],[700.4162],[993.5147],[752.64343]
4711,F0y_iE2cZYplZANVWKe4Bg_3129_aug,[2048],[1536],['road-closed'],[812.4451],[778.8222],[869.4194],[842.02576]
4712,F0y_iE2cZYplZANVWKe4Bg_3333_aug,[2048],[1536],['road-closed'],[688.2775],[990.47797],[748.75366],[1045.0508]
4713,F0y_iE2cZYplZANVWKe4Bg_3537_aug,[2048],[1536],['road-closed'],[487.27637],[1067.738],[544.2515],[1123.8175]
4714,F0y_iE2cZYplZANVWKe4Bg_3741_aug,[2048],[1536],['road-closed'],[285.28604],[838.3912],[350.65125],[887.1942]
4715,F0y_iE2cZYplZANVWKe4Bg_477_aug,[2048],[1536],['road-closed'],[1257.3505],[943.82825],[1307.4374],[990.6248]
4716,F0y_iE2cZYplZANVWKe4Bg_681_aug,[2048],[1536],['road-closed'],[241.42853],[756.44995],[299.00525],[805.665]
4717,F0y_iE2cZYplZANVWKe4Bg_69_aug,[2048],[1536],['road-closed'],[612.7772],[857.1538],[669.87585],[911.7378]
4718,F0y_iE2cZYplZANVWKe4Bg_885_aug,[2048],[1536],['road-closed'],[1019.82336],[1042.2363],[1081.6959],[1100.0033]
4719,F0zB5ZejDbASyKdb5_2y2A_1760_aug,[1920],[1080],['other'],[525.963],[385.49716],[577.392],[454.16736]
4720,F0zB5ZejDbASyKdb5_2y2A_3058_aug,[1920],[1080],['other'],[435.82254],[613.27277],[482.70477],[661.1751]
4721,F0zB5ZejDbASyKdb5_2y2A_3400_aug,[1920],[1080],['no-entry'],[1092.0588],[691.7413],[1119.6338],[722.33765]
4722,F0zB5ZejDbASyKdb5_2y2A_462_aug,[1920],[1080],['other'],[1208.9432],[407.81714],[1264.6711],[471.29672]
4723,F0zB5ZejDbASyKdb5_2y2A_518_aug,[1920],[1080],['no-entry'],[1088.6453],[750.24384],[1122.3173],[781.7941]
4724,F1ui0Dm0geoqk4JkZ0HmOA_1960_aug,[1400],[806],['no-entry'],[1261.1194],[617.12933],[1273.6722],[636.8504]
4725,F1ui0Dm0geoqk4JkZ0HmOA_3401_aug,[1400],[806],['no-entry'],[1605.3212],[523.1906],[1620.8346],[538.7632]
4726,F1ui0Dm0geoqk4JkZ0HmOA_519_aug,[1400],[806],['no-entry'],[1322.7872],[498.77557],[1334.1162],[514.3724]
4727,F2a6bGTY5ylxe1jjzTUkJQ_1961_aug,[4128],[3096],['no-entry'],[3376.2812],[988.2334],[3480.0479],[1066.226]
4728,F2a6bGTY5ylxe1jjzTUkJQ_2314_aug,[4128],[3096],['no-stopping-no-parking'],[303.6528],[1476.5048],[364.9659],[1578.6987]
4729,F2a6bGTY5ylxe1jjzTUkJQ_3402_aug,[4128],[3096],['no-entry'],[977.6745],[2212.689],[1064.3126],[2310.1348]
4730,F2a6bGTY5ylxe1jjzTUkJQ_4037_aug,[4128],[3096],['no-stopping-no-parking'],[861.29956],[1746.3767],[910.8391],[1818.1143]
4731,F2a6bGTY5ylxe1jjzTUkJQ_520_aug,[4128],[3096],['no-entry'],[2317.7156],[1762.694],[2419.8025],[1854.2219]
4732,F2a6bGTY5ylxe1jjzTUkJQ_591_aug,[4128],[3096],['no-stopping-no-parking'],[2635.2744],[1923.6506],[2702.674],[2001.1942]
4733,F2jSIdC6CH7GYtOU1Hv6Nw_2315_aug,[3264],[2448],['no-stopping-no-parking'],[2524.1848],[1612.9188],[2690.9307],[1770.5148]
4734,F2jSIdC6CH7GYtOU1Hv6Nw_4038_aug,[3264],[2448],['no-stopping-no-parking'],[432.74905],[1940.5756],[608.5205],[2119.956]
4735,F42sSOKylymLIXCTwSd6KQ_1335_aug,[3840],[2160],['other'],[-38.767582],[417.02487],[158.84392],[751.8755]
4736,F42sSOKylymLIXCTwSd6KQ_2633_aug,[3840],[2160],['other'],[-362.31866],[328.95346],[-127.520805],[715.6404]
4737,F42sSOKylymLIXCTwSd6KQ_37_aug,[3840],[2160],['other'],[2883.6445],[19.250114],[3113.0774],[333.10123]
4738,F45ETC6GoA8m6s8XLJ770g_2316_aug,[2448],[2448],['no-stopping-no-parking'],[1341.8834],[908.2725],[1371.6095],[941.90283]
4739,F45ETC6GoA8m6s8XLJ770g_2317_aug,[2448],[2448],['no-stopping-no-parking'],[1572.4192],[508.57135],[1622.0049],[613.3541]
4740,F45ETC6GoA8m6s8XLJ770g_4039_aug,[2448],[2448],['no-stopping-no-parking'],[1714.0082],[1078.9991],[1745.7561],[1104.2604]
4741,F45ETC6GoA8m6s8XLJ770g_4040_aug,[2448],[2448],['no-stopping-no-parking'],[1696.1444],[752.366],[1748.6516],[828.26587]
4742,F45ETC6GoA8m6s8XLJ770g_593_aug,[2448],[2448],['no-stopping-no-parking'],[1349.8901],[1154.8738],[1372.3977],[1178.5131]
4743,F45ETC6GoA8m6s8XLJ770g_594_aug,[2448],[2448],['no-stopping-no-parking'],[1777.321],[1362.1531],[1816.0038],[1430.8999]
4744,F4ybztfDAsIARwSNK6UFMQ_2318_aug,[4032],[3024],['no-stopping-no-parking'],[1744.5684],[1819.5127],[1788.1365],[1870.9764]
4745,F4ybztfDAsIARwSNK6UFMQ_4041_aug,[4032],[3024],['no-stopping-no-parking'],[2054.0552],[1960.7291],[2107.9358],[2006.8727]
4746,F6Rcyus-0FFuG2AFJLAOYA_1583_aug,[4032],[3024],['no-right-left-or-u-turn'],[588.21625],[1366.8578],[651.11145],[1441.5804]
4747,F6Rcyus-0FFuG2AFJLAOYA_2750_aug,[4032],[3024],['no-right-left-or-u-turn'],[2678.5364],[1772.7443],[2750.7969],[1840.4702]
4748,F6Rcyus-0FFuG2AFJLAOYA_3917_aug,[4032],[3024],['no-right-left-or-u-turn'],[1617.1086],[1482.5729],[1670.5643],[1535.7649]
4749,F6Rcyus-0FFuG2AFJLAOYA_416_aug,[4032],[3024],['no-right-left-or-u-turn'],[1076.2043],[846.5859],[1133.2892],[917.8749]
4750,F89RU8YjFxXb2-MNOnNHfw_2319_aug,[4032],[3024],['no-stopping-no-parking'],[3928.4263],[2270.2996],[4015.7942],[2341.696]
4751,F89RU8YjFxXb2-MNOnNHfw_596_aug,[4032],[3024],['no-stopping-no-parking'],[3710.624],[1986.4],[3788.7153],[2074.5876]
4752,FA7491npCw5-ZBf1tDmVcg_1584_aug,[3984],[2988],['no-right-left-or-u-turn'],[1588.3054],[1218.8488],[1728.4124],[1402.1385]
4753,FA7491npCw5-ZBf1tDmVcg_2751_aug,[3984],[2988],['no-right-left-or-u-turn'],[1730.0638],[1518.0464],[1886.9716],[1690.8627]
4754,FA7491npCw5-ZBf1tDmVcg_3918_aug,[3984],[2988],['no-right-left-or-u-turn'],[1515.205],[1854.1656],[1687.8146],[2023.0162]
4755,FAVlQDGky2EwpMqBZqm7Gw_1761_aug,[3840],[2160],['other'],[2094.8477],[397.31158],[2165.2637],[461.2185]
4756,FAVlQDGky2EwpMqBZqm7Gw_3059_aug,[3840],[2160],['other'],[1641.3523],[677.1663],[1713.3451],[755.0385]
4757,FAVlQDGky2EwpMqBZqm7Gw_463_aug,[3840],[2160],['other'],[1152.1718],[606.95404],[1199.3555],[667.421]
4758,FB_LJt1MvEvpRDSK2oFrFA_1964_aug,[3264],[2448],['no-entry'],[2838.3271],[1125.7991],[2863.303],[1173.2235]
4759,FB_LJt1MvEvpRDSK2oFrFA_2752_aug,[3264],[2448],['no-right-left-or-u-turn'],[2382.2463],[687.40704],[2421.6472],[735.39014]
4760,FB_LJt1MvEvpRDSK2oFrFA_3405_aug,[3264],[2448],['no-entry'],[2907.3164],[588.62366],[2926.3691],[629.4901]
4761,FB_LJt1MvEvpRDSK2oFrFA_3919_aug,[3264],[2448],['no-right-left-or-u-turn'],[1635.9369],[965.1292],[1680.6621],[1012.2885]
4762,FB_LJt1MvEvpRDSK2oFrFA_418_aug,[3264],[2448],['no-right-left-or-u-turn'],[1043.8965],[1130.2307],[1088.8738],[1171.2705]
4763,FB_LJt1MvEvpRDSK2oFrFA_523_aug,[3264],[2448],['no-entry'],[355.9571],[1693.0858],[381.21954],[1735.2017]
4764,FC_u69rH7d5PIOPL7NNXRQ_1212_aug,[1920],[1080],['no-right-left-or-u-turn'],[185.16505],[382.58575],[268.34595],[490.5751]
4765,FC_u69rH7d5PIOPL7NNXRQ_2379_aug,[1920],[1080],['no-right-left-or-u-turn'],[1921.7279],[457.90237],[1978.5388],[557.53]
4766,FC_u69rH7d5PIOPL7NNXRQ_45_aug,[1920],[1080],['no-right-left-or-u-turn'],[78.96494],[97.536125],[143.4116],[204.5065]
4767,FFNn87Az50k1tzKtDNMRiw_127_aug,[3264],[2448],['other'],[1307.8118],[915.6869],[1385.988],[999.2125]
4768,FFNn87Az50k1tzKtDNMRiw_1425_aug,[3264],[2448],['other'],[956.4014],[1328.1304],[1026.8267],[1380.9623]
4769,FFNn87Az50k1tzKtDNMRiw_2723_aug,[3264],[2448],['other'],[1186.9283],[1317.7141],[1258.5225],[1382.1128]
4770,FFcl000kOWVVX8cyacBZ3Q_1762_aug,[3264],[2448],['other'],[3139.4219],[1592.465],[3235.8027],[1690.5159]
4771,FFcl000kOWVVX8cyacBZ3Q_3060_aug,[3264],[2448],['other'],[1995.8197],[570.7963],[2097.4214],[688.1986]
4772,FFcl000kOWVVX8cyacBZ3Q_464_aug,[3264],[2448],['other'],[500.8738],[865.65454],[585.02515],[957.6866]
4773,FGNEqJhA_seSTv6VeCK66Q_156_aug,[4608],[3456],['no-stopping-no-parking'],[2097.869],[2332.848],[2142.5442],[2380.2913]
4774,FGNEqJhA_seSTv6VeCK66Q_1879_aug,[4608],[3456],['no-stopping-no-parking'],[2778.4053],[1417.1078],[2830.3477],[1468.8116]
4775,FGosPUEk97SXP9OcrSY43A_1763_aug,[4032],[3024],['other'],[4113.8125],[1747.141],[4177.2417],[1792.1936]
4776,FGosPUEk97SXP9OcrSY43A_1764_aug,[4032],[3024],['other'],[1529.3282],[1646.8972],[1583.4135],[1702.9701]
4777,FGosPUEk97SXP9OcrSY43A_3061_aug,[4032],[3024],['other'],[1276.1512],[2512.3164],[1322.8229],[2556.889]
4778,FGosPUEk97SXP9OcrSY43A_3062_aug,[4032],[3024],['other'],[1352.3206],[2280.2598],[1407.4641],[2321.7214]
4779,FGosPUEk97SXP9OcrSY43A_465_aug,[4032],[3024],['other'],[3799.3367],[1394.152],[3862.163],[1444.0381]
4780,FLq7B3K0GYh5Nwhvuf22Nw_2320_aug,[4128],[2752],['no-stopping-no-parking'],[1076.1398],[1472.6771],[1143.1095],[1557.3778]
4781,FLq7B3K0GYh5Nwhvuf22Nw_4043_aug,[4128],[2752],['no-stopping-no-parking'],[2653.6365],[1873.1428],[2702.6333],[1944.0802]
4782,FLq7B3K0GYh5Nwhvuf22Nw_597_aug,[4128],[2752],['no-stopping-no-parking'],[2143.0244],[2033.1157],[2197.3406],[2116.3608]
4783,FMQ48r4pWwiZMfEmzRcj6g_118_aug,[5312],[2988],['no-right-left-or-u-turn'],[532.35706],[1533.9364],[944.89075],[2049.194]
4784,FMQ48r4pWwiZMfEmzRcj6g_1285_aug,[5312],[2988],['no-right-left-or-u-turn'],[4309.7295],[1092.5916],[4694.8145],[1451.8007]
4785,FMQ48r4pWwiZMfEmzRcj6g_2452_aug,[5312],[2988],['no-right-left-or-u-turn'],[2299.6504],[1766.314],[2675.8394],[2195.7974]
4786,FMQ48r4pWwiZMfEmzRcj6g_3619_aug,[5312],[2988],['no-right-left-or-u-turn'],[1055.9479],[2069.808],[1457.089],[2424.8125]
4787,FO2eOvUjeUy5QTTbL19pEQ_1765_aug,[3264],[1836],['other'],[112.25602],[800.175],[145.47478],[841.2377]
4788,FO2eOvUjeUy5QTTbL19pEQ_3063_aug,[3264],[1836],['other'],[859.14606],[581.4586],[896.7057],[626.467]
4789,FO2eOvUjeUy5QTTbL19pEQ_467_aug,[3264],[1836],['other'],[626.1738],[686.9288],[669.6051],[730.6844]
4790,FOuOHNW4PeuyhRXhTJAYPw_1590_aug,[4032],[3024],['no-right-left-or-u-turn'],[1738.4982],[1551.7098],[1811.185],[1634.5563]
4791,FOuOHNW4PeuyhRXhTJAYPw_2757_aug,[4032],[3024],['no-right-left-or-u-turn'],[2492.4338],[1642.6069],[2562.8018],[1715.3063]
4792,FOuOHNW4PeuyhRXhTJAYPw_3924_aug,[4032],[3024],['no-right-left-or-u-turn'],[1810.6179],[2592.938],[1891.7426],[2675.2837]
4793,FOuOHNW4PeuyhRXhTJAYPw_423_aug,[4032],[3024],['no-right-left-or-u-turn'],[1144.0698],[2049.5813],[1223.227],[2123.2087]
4794,FQLZFXd1YZmhRKdrgn-Tzw_2323_aug,[3056],[2292],['no-stopping-no-parking'],[2322.4497],[1529.253],[2373.195],[1584.9666]
4795,FQLZFXd1YZmhRKdrgn-Tzw_4046_aug,[3056],[2292],['no-stopping-no-parking'],[284.80597],[2257.6792],[350.47452],[2327.3132]
4796,FQMpnp7SuvjV4spJcqMFZg_1092_aug,[4000],[3000],['road-closed'],[2633.538],[2638.7698],[2678.621],[2685.6614]
4797,FQMpnp7SuvjV4spJcqMFZg_1296_aug,[4000],[3000],['road-closed'],[1797.3248],[2927.0571],[1833.5012],[2971.989]
4798,FQMpnp7SuvjV4spJcqMFZg_1704_aug,[4000],[3000],['road-closed'],[897.3697],[2627.5027],[952.1043],[2676.9092]
4799,FQMpnp7SuvjV4spJcqMFZg_1908_aug,[4000],[3000],['road-closed'],[2765.7551],[2308.126],[2808.693],[2353.8582]
4800,FQMpnp7SuvjV4spJcqMFZg_2112_aug,[4000],[3000],['road-closed'],[1846.2327],[3521.0476],[1893.3368],[3575.4045]
4801,FQMpnp7SuvjV4spJcqMFZg_2316_aug,[4000],[3000],['road-closed'],[680.919],[3204.1475],[735.51654],[3254.367]
4802,FQMpnp7SuvjV4spJcqMFZg_2520_aug,[4000],[3000],['road-closed'],[2242.162],[2427.7605],[2294.6272],[2489.6064]
4803,FQMpnp7SuvjV4spJcqMFZg_2724_aug,[4000],[3000],['road-closed'],[1318.0345],[2692.8325],[1367.357],[2752.487]
4804,FQMpnp7SuvjV4spJcqMFZg_276_aug,[4000],[3000],['road-closed'],[1909.0552],[3253.4663],[1959.0652],[3307.9114]
4805,FQMpnp7SuvjV4spJcqMFZg_2928_aug,[4000],[3000],['road-closed'],[3060.0605],[2330.1729],[3110.5935],[2380.948]
4806,FQMpnp7SuvjV4spJcqMFZg_3132_aug,[4000],[3000],['road-closed'],[2113.0127],[2392.091],[2159.4878],[2432.5483]
4807,FQMpnp7SuvjV4spJcqMFZg_3336_aug,[4000],[3000],['road-closed'],[1904.3188],[2712.0322],[1956.4445],[2769.7139]
4808,FQMpnp7SuvjV4spJcqMFZg_3540_aug,[4000],[3000],['road-closed'],[1232.8068],[2732.95],[1277.0255],[2779.5208]
4809,FQMpnp7SuvjV4spJcqMFZg_3744_aug,[4000],[3000],['road-closed'],[1577.1447],[2519.8076],[1631.1948],[2575.3213]
4810,FQMpnp7SuvjV4spJcqMFZg_480_aug,[4000],[3000],['road-closed'],[957.84247],[3541.38],[999.7572],[3595.7622]
4811,FQMpnp7SuvjV4spJcqMFZg_684_aug,[4000],[3000],['road-closed'],[1947.1874],[2621.8464],[2001.1135],[2673.0864]
4812,FQMpnp7SuvjV4spJcqMFZg_72_aug,[4000],[3000],['road-closed'],[1944.2131],[3438.2297],[2002.8802],[3492.3835]
4813,FQMpnp7SuvjV4spJcqMFZg_888_aug,[4000],[3000],['road-closed'],[2363.8125],[2300.0972],[2412.0193],[2343.2593]
4814,FQa4KMkAnj_e1-kA5E6BdQ_1486_aug,[4032],[2268],['no-entry'],[1572.1904],[1781.6302],[1597.0022],[1805.2936]
4815,FQa4KMkAnj_e1-kA5E6BdQ_2927_aug,[4032],[2268],['no-entry'],[1725.1349],[1421.8005],[1757.1459],[1454.74]
4816,FQa4KMkAnj_e1-kA5E6BdQ_45_aug,[4032],[2268],['no-entry'],[1364.1321],[1654.9518],[1393.0144],[1682.8676]
4817,FSCcGrjA1uvVe8v6oRV4uw_1770_aug,[4000],[3000],['other'],[2370.519],[1119.6918],[2395.3728],[1142.9075]
4818,FSCcGrjA1uvVe8v6oRV4uw_3068_aug,[4000],[3000],['other'],[1407.2649],[1530.6549],[1434.3506],[1551.6194]
4819,FSCcGrjA1uvVe8v6oRV4uw_472_aug,[4000],[3000],['other'],[2346.3394],[1103.9196],[2370.3933],[1132.6387]
4820,FS_hCPuApn-aPOWshfQ3hA_1766_aug,[3840],[2160],['other'],[839.0644],[827.42096],[975.3479],[978.65784]
4821,FS_hCPuApn-aPOWshfQ3hA_3064_aug,[3840],[2160],['other'],[2708.6992],[-83.89189],[2861.137],[68.53248]
4822,FS_hCPuApn-aPOWshfQ3hA_468_aug,[3840],[2160],['other'],[1542.9211],[1113.0135],[1651.3804],[1226.0134]
4823,FVvt95zhP0z19aqr5j1vSQ_4047_aug,[2592],[1936],['no-stopping-no-parking'],[1576.5596],[672.3187],[1618.212],[709.07806]
4824,FVvt95zhP0z19aqr5j1vSQ_601_aug,[2592],[1936],['no-stopping-no-parking'],[1422.709],[816.585],[1467.7814],[848.9484]
4825,FYVUO4vQEB8caPh33cAHEw_1767_aug,[3264],[2448],['other'],[1375.1063],[778.6592],[1406.2614],[820.8883]
4826,FYVUO4vQEB8caPh33cAHEw_469_aug,[3264],[2448],['other'],[1730.8951],[1335.8667],[1768.8135],[1379.6942]
4827,FZjVvcocnXYsnbtm9Whj7w_1487_aug,[2000],[1500],['no-entry'],[6.257458],[557.0338],[120.0258],[658.7286]
4828,FZjVvcocnXYsnbtm9Whj7w_2928_aug,[2000],[1500],['no-entry'],[2043.69],[423.8623],[2153.246],[519.23395]
4829,FZs2GAxst8BM4yzhwountA_1771_aug,[4160],[3120],['other'],[2264.1182],[1194.7708],[2325.0386],[1268.09]
4830,FZs2GAxst8BM4yzhwountA_3069_aug,[4160],[3120],['other'],[2476.4558],[1285.4812],[2543.3428],[1344.3284]
4831,FZs2GAxst8BM4yzhwountA_473_aug,[4160],[3120],['other'],[1806.5529],[1184.2145],[1862.708],[1250.153]
4832,F_FofxBL0KBJjbkz2J5QCw_1594_aug,[4096],[2304],['no-right-left-or-u-turn'],[1130.4203],[1023.97455],[1157.0891],[1053.0972]
4833,F_FofxBL0KBJjbkz2J5QCw_2761_aug,[4096],[2304],['no-right-left-or-u-turn'],[2222.681],[1025.084],[2255.1304],[1058.202]
4834,F_FofxBL0KBJjbkz2J5QCw_3928_aug,[4096],[2304],['no-right-left-or-u-turn'],[1809.8029],[780.6242],[1838.4032],[817.47595]
4835,F_FofxBL0KBJjbkz2J5QCw_427_aug,[4096],[2304],['no-right-left-or-u-turn'],[2059.5225],[786.958],[2095.8716],[822.7706]
4836,F_LYbMrdJNtbP61_Kvdrcg_2328_aug,[3264],[2448],['no-stopping-no-parking'],[965.9988],[501.46878],[1005.87836],[534.6553]
4837,F_LYbMrdJNtbP61_Kvdrcg_2329_aug,[3264],[2448],['no-stopping-no-parking'],[1797.6819],[1249.8793],[1820.7097],[1284.1737]
4838,F_LYbMrdJNtbP61_Kvdrcg_4051_aug,[3264],[2448],['no-stopping-no-parking'],[2518.87],[691.6591],[2566.7058],[731.32947]
4839,F_LYbMrdJNtbP61_Kvdrcg_605_aug,[3264],[2448],['no-stopping-no-parking'],[1142.3705],[372.89572],[1189.1719],[418.3003]
4840,Fau3ybaTE-9u5jxbutbgoA_1962_aug,[2048],[1536],['no-entry'],[487.62683],[279.21048],[573.60516],[351.54443]
4841,Fau3ybaTE-9u5jxbutbgoA_3403_aug,[2048],[1536],['no-entry'],[653.5979],[70.30407],[737.3289],[153.53563]
4842,Fau3ybaTE-9u5jxbutbgoA_521_aug,[2048],[1536],['no-entry'],[785.81915],[280.1452],[874.0027],[362.36404]
4843,FeZcz9umCXe1HC6YiNrpAg_1586_aug,[4128],[3096],['no-right-left-or-u-turn'],[1455.5205],[1929.3511],[1473.5624],[1949.1134]
4844,FeZcz9umCXe1HC6YiNrpAg_1587_aug,[4128],[3096],['no-right-left-or-u-turn'],[2855.1917],[889.09644],[2904.4993],[954.7116]
4845,FeZcz9umCXe1HC6YiNrpAg_2753_aug,[4128],[3096],['no-right-left-or-u-turn'],[2227.089],[1872.9822],[2240.863],[1895.466]
4846,FeZcz9umCXe1HC6YiNrpAg_2754_aug,[4128],[3096],['no-right-left-or-u-turn'],[3160.8267],[2079.0823],[3221.3396],[2139.5215]
4847,FeZcz9umCXe1HC6YiNrpAg_420_aug,[4128],[3096],['no-right-left-or-u-turn'],[1090.7917],[783.6123],[1151.6798],[840.6037]
4848,FeiKpJlcwbkQZASnzOMEFA_1963_aug,[2592],[1944],['no-entry'],[1199.9292],[621.85443],[1214.3433],[637.3872]
4849,FeiKpJlcwbkQZASnzOMEFA_3404_aug,[2592],[1944],['no-entry'],[1272.9685],[14.897696],[1287.6644],[32.461884]
4850,FeiKpJlcwbkQZASnzOMEFA_522_aug,[2592],[1944],['no-entry'],[860.9212],[631.4907],[873.193],[647.2141]
4851,FfLZmiDh1l-1Y20uWOGsZw_1091_aug,[3840],[2304],['road-closed'],[4299.244],[1313.9042],[4331.315],[1345.2827]
4852,FfLZmiDh1l-1Y20uWOGsZw_1295_aug,[3840],[2304],['road-closed'],[819.72485],[167.54005],[856.2383],[204.75967]
4853,FfLZmiDh1l-1Y20uWOGsZw_1499_aug,[3840],[2304],['road-closed'],[340.70306],[214.93819],[373.05096],[246.81293]
4854,FfLZmiDh1l-1Y20uWOGsZw_1703_aug,[3840],[2304],['road-closed'],[-348.55136],[1190.0433],[-311.0083],[1227.814]
4855,FfLZmiDh1l-1Y20uWOGsZw_1907_aug,[3840],[2304],['road-closed'],[3741.078],[1274.8287],[3772.322],[1307.6466]
4856,FfLZmiDh1l-1Y20uWOGsZw_2111_aug,[3840],[2304],['road-closed'],[4401.198],[1145.1418],[4440.853],[1180.426]
4857,FfLZmiDh1l-1Y20uWOGsZw_2315_aug,[3840],[2304],['road-closed'],[189.68379],[1048.4755],[220.58316],[1076.308]
